72.7,99.1,18,2026-02-04
65.1,97.2,19,2026-02-04
60.0,96.3,21,2026-02-05
53.5,92.8,26,2026-02-05
53.5,92.8,26,2026-02-05
47.0,89.1,25,2026-02-05
47.6,87.7,27,2026-02-06
47.6,87.7,27,2026-02-06
61.1,94.9,22,2026-02-06
63.2,97.1,19,2026-02-08
50.9,89.8,25,2026-02-08
51.3,92.9,43,2026-02-09
51.3,92.9,43,2026-02-09
62.4,93.7,20,2026-02-09
62.4,93.7,20,2026-02-09
69.9,99.0,17,2026-02-09
68.0,94.4,18,2026-02-09
68.0,94.4,18,2026-02-09
